"yr","region","codsp","codgr","fl","source"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",58.7,"REVIZEE"
1998,"N","BRS","GN",59.2,"REVIZEE"
1998,"N","BRS","GN",59.2,"REVIZEE"
1998,"N","BRS","GN",59.3,"REVIZEE"
1998,"N","BRS","GN",59.3,"REVIZEE"
1998,"N","BRS","GN",59.6,"REVIZEE"
1998,"N","BRS","GN",59.8,"REVIZEE"
1998,"N","BRS","GN",60.1,"REVIZEE"
1998,"N","BRS","GN",60.3,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",61,"REVIZEE"
1998,"N","BRS","GN",62.3,"REVIZEE"
1998,"N","BRS","GN",63.3,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",63.4,"REVIZEE"
1998,"N","BRS","GN",64.9,"REVIZEE"
1998,"N","BRS","GN",65.4,"REVIZEE"
1998,"N","BRS","GN",65.7,"REVIZEE"
1998,"N","BRS","GN",65.7,"REVIZEE"
1998,"N","BRS","GN",65.7,"REVIZEE"
1998,"N","BRS","GN",65.7,"REVIZEE"
1998,"N","BRS","GN",65.7,"REVIZEE"
1998,"N","BRS","GN",65.7,"REVIZEE"
1998,"N","BRS","GN",65.7,"REVIZEE"
1998,"N","BRS","GN",65.7,"REVIZEE"
1998,"N","BRS","GN",65.7,"REVIZEE"
1998,"N","BRS","GN",65.7,"REVIZEE"
1998,"N","BRS","GN",65.7,"REVIZEE"
1998,"N","BRS","GN",65.7,"REVIZEE"
1998,"N","BRS","GN",65.7,"REVIZEE"
1998,"N","BRS","GN",65.7,"REVIZEE"
1998,"N","BRS","GN",65.7,"REVIZEE"
1998,"N","BRS","GN",65.7,"REVIZEE"
1998,"N","BRS","GN",65.7,"REVIZEE"
1998,"N","BRS","GN",65.7,"REVIZEE"
1998,"N","BRS","GN",65.7,"REVIZEE"
1998,"N","BRS","GN",65.7,"REVIZEE"
1998,"N","BRS","GN",65.7,"REVIZEE"
1998,"N","BRS","GN",65.7,"REVIZEE"
1998,"N","BRS","GN",65.7,"REVIZEE"
1998,"N","BRS","GN",65.7,"REVIZEE"
1998,"N","BRS","GN",67.6,"REVIZEE"
1998,"N","BRS","GN",67.6,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.1,"REVIZEE"
1998,"N","BRS","GN",68.5,"REVIZEE"
1998,"N","BRS","GN",69.5,"REVIZEE"
1998,"N","BRS","GN",69.8,"REVIZEE"
1998,"N","BRS","GN",70.4,"REVIZEE"
1998,"N","BRS","GN",70.4,"REVIZEE"
1998,"N","BRS","GN",70.4,"REVIZEE"
1998,"N","BRS","GN",70.4,"REVIZEE"
1998,"N","BRS","GN",70.4,"REVIZEE"
1998,"N","BRS","GN",70.4,"REVIZEE"
1998,"N","BRS","GN",70.4,"REVIZEE"
1998,"N","BRS","GN",70.4,"REVIZEE"
1998,"N","BRS","GN",70.4,"REVIZEE"
1998,"N","BRS","GN",70.4,"REVIZEE"
1998,"N","BRS","GN",70.4,"REVIZEE"
1998,"N","BRS","GN",70.4,"REVIZEE"
1998,"N","BRS","GN",70.4,"REVIZEE"
1998,"N","BRS","GN",70.4,"REVIZEE"
1998,"N","BRS","GN",70.4,"REVIZEE"
1998,"N","BRS","GN",70.4,"REVIZEE"
1998,"N","BRS","GN",70.4,"REVIZEE"
1998,"N","BRS","GN",70.5,"REVIZEE"
1998,"N","BRS","GN",72.5,"REVIZEE"
1998,"N","BRS","GN",72.5,"REVIZEE"
1998,"N","BRS","GN",72.7,"REVIZEE"
1998,"N","BRS","GN",72.7,"REVIZEE"
1998,"N","BRS","GN",72.7,"REVIZEE"
1998,"N","BRS","GN",72.7,"REVIZEE"
1998,"N","BRS","GN",72.7,"REVIZEE"
1998,"N","BRS","GN",72.7,"REVIZEE"
1998,"N","BRS","GN",73,"REVIZEE"
1998,"N","BRS","GN",73.2,"REVIZEE"
1998,"N","BRS","GN",75.1,"REVIZEE"
1998,"N","BRS","GN",75.1,"REVIZEE"
1998,"N","BRS","GN",75.1,"REVIZEE"
1998,"N","BRS","GN",75.1,"REVIZEE"
1998,"N","BRS","GN",75.1,"REVIZEE"
1998,"N","BRS","GN",75.1,"REVIZEE"
1998,"N","BRS","GN",75.1,"REVIZEE"
1998,"N","BRS","GN",75.6,"REVIZEE"
1998,"N","BRS","GN",77.4,"REVIZEE"
1998,"N","BRS","GN",77.4,"REVIZEE"
1998,"N","BRS","GN",82.6,"REVIZEE"
1998,"N","BRS","GN",85.4,"REVIZEE"
1998,"N","BRS","GN",86.8,"REVIZEE"
1998,"NE","KGM","GN",12,"REVIZEE"
1998,"NE","KGM","GN",13.6,"REVIZEE"
1998,"NE","KGM","GN",31.7,"REVIZEE"
1998,"NE","KGM","GN",39.8,"REVIZEE"
1998,"NE","KGM","GN",51,"REVIZEE"
1998,"NE","KGM","GN",51,"REVIZEE"
1998,"NE","KGM","GN",52.5,"REVIZEE"
1998,"NE","KGM","GN",56,"REVIZEE"
1998,"NE","KGM","GN",57,"REVIZEE"
1998,"NE","KGM","GN",58,"REVIZEE"
1998,"NE","KGM","GN",59,"REVIZEE"
1998,"NE","KGM","GN",60,"REVIZEE"
1998,"NE","KGM","GN",62,"REVIZEE"
1998,"NE","KGM","GN",63,"REVIZEE"
1998,"NE","KGM","GN",63,"REVIZEE"
1998,"NE","KGM","GN",63,"REVIZEE"
1998,"NE","KGM","GN",63,"REVIZEE"
1998,"NE","KGM","GN",63.5,"REVIZEE"
1998,"NE","KGM","GN",64,"REVIZEE"
1998,"NE","KGM","GN",64,"REVIZEE"
1998,"NE","KGM","GN",64,"REVIZEE"
1998,"NE","KGM","GN",64.5,"REVIZEE"
1998,"NE","KGM","GN",65,"REVIZEE"
1998,"NE","KGM","GN",65,"REVIZEE"
1998,"NE","KGM","GN",65,"REVIZEE"
1998,"NE","KGM","GN",65,"REVIZEE"
1998,"NE","KGM","GN",65.5,"REVIZEE"
1998,"NE","KGM","GN",65.8,"REVIZEE"
1998,"NE","KGM","GN",66,"REVIZEE"
1998,"NE","KGM","GN",66,"REVIZEE"
1998,"NE","KGM","GN",66,"REVIZEE"
1998,"NE","KGM","GN",66,"REVIZEE"
1998,"NE","KGM","GN",66,"REVIZEE"
1998,"NE","KGM","GN",66,"REVIZEE"
1998,"NE","KGM","GN",66.5,"REVIZEE"
1998,"NE","KGM","GN",66.5,"REVIZEE"
1998,"NE","KGM","GN",66.5,"REVIZEE"
1998,"NE","KGM","GN",67,"REVIZEE"
1998,"NE","KGM","GN",67,"REVIZEE"
1998,"NE","KGM","GN",67,"REVIZEE"
1998,"NE","KGM","GN",67,"REVIZEE"
1998,"NE","KGM","GN",67,"REVIZEE"
1998,"NE","KGM","GN",67,"REVIZEE"
1998,"NE","KGM","GN",67,"REVIZEE"
1998,"NE","KGM","GN",67,"REVIZEE"
1998,"NE","KGM","GN",67,"REVIZEE"
1998,"NE","KGM","GN",67.5,"REVIZEE"
1998,"NE","KGM","GN",67.5,"REVIZEE"
1998,"NE","KGM","GN",67.5,"REVIZEE"
1998,"NE","KGM","GN",67.8,"REVIZEE"
1998,"NE","KGM","GN",67.8,"REVIZEE"
1998,"NE","KGM","GN",68,"REVIZEE"
1998,"NE","KGM","GN",68,"REVIZEE"
1998,"NE","KGM","GN",68,"REVIZEE"
1998,"NE","KGM","GN",68,"REVIZEE"
1998,"NE","KGM","GN",68,"REVIZEE"
1998,"NE","KGM","GN",68.5,"REVIZEE"
1998,"NE","KGM","GN",68.5,"REVIZEE"
1998,"NE","KGM","GN",68.5,"REVIZEE"
1998,"NE","KGM","GN",68.5,"REVIZEE"
1998,"NE","KGM","GN",68.5,"REVIZEE"
1998,"NE","KGM","GN",68.5,"REVIZEE"
1998,"NE","KGM","GN",68.7,"REVIZEE"
1998,"NE","KGM","GN",68.7,"REVIZEE"
1998,"NE","KGM","GN",68.8,"REVIZEE"
1998,"NE","KGM","GN",68.8,"REVIZEE"
1998,"NE","KGM","GN",69,"REVIZEE"
1998,"NE","KGM","GN",69,"REVIZEE"
1998,"NE","KGM","GN",69,"REVIZEE"
1998,"NE","KGM","GN",69,"REVIZEE"
1998,"NE","KGM","GN",69,"REVIZEE"
1998,"NE","KGM","GN",69,"REVIZEE"
1998,"NE","KGM","GN",69,"REVIZEE"
1998,"NE","KGM","GN",69,"REVIZEE"
1998,"NE","KGM","GN",69,"REVIZEE"
1998,"NE","KGM","GN",69.3,"REVIZEE"
1998,"NE","KGM","GN",69.3,"REVIZEE"
1998,"NE","KGM","GN",69.5,"REVIZEE"
1998,"NE","KGM","GN",69.5,"REVIZEE"
1998,"NE","KGM","GN",69.5,"REVIZEE"
1998,"NE","KGM","GN",69.5,"REVIZEE"
1998,"NE","KGM","GN",69.5,"REVIZEE"
1998,"NE","KGM","GN",69.5,"REVIZEE"
1998,"NE","KGM","GN",69.5,"REVIZEE"
1998,"NE","KGM","GN",69.5,"REVIZEE"
1998,"NE","KGM","GN",69.5,"REVIZEE"
1998,"NE","KGM","GN",69.5,"REVIZEE"
1998,"NE","KGM","GN",69.5,"REVIZEE"
1998,"NE","KGM","GN",69.8,"REVIZEE"
1998,"NE","KGM","GN",70,"REVIZEE"
1998,"NE","KGM","GN",70,"REVIZEE"
1998,"NE","KGM","GN",70,"REVIZEE"
1998,"NE","KGM","GN",70,"REVIZEE"
1998,"NE","KGM","GN",70,"REVIZEE"
1998,"NE","KGM","GN",70,"REVIZEE"
1998,"NE","KGM","GN",70,"REVIZEE"
1998,"NE","KGM","GN",70,"REVIZEE"
1998,"NE","KGM","GN",70,"REVIZEE"
1998,"NE","KGM","GN",70.2,"REVIZEE"
1998,"NE","KGM","GN",70.5,"REVIZEE"
1998,"NE","KGM","GN",70.5,"REVIZEE"
1998,"NE","KGM","GN",70.5,"REVIZEE"
1998,"NE","KGM","GN",70.5,"REVIZEE"
1998,"NE","KGM","GN",71,"REVIZEE"
1998,"NE","KGM","GN",71,"REVIZEE"
1998,"NE","KGM","GN",71,"REVIZEE"
1998,"NE","KGM","GN",71,"REVIZEE"
1998,"NE","KGM","GN",71,"REVIZEE"
1998,"NE","KGM","GN",71,"REVIZEE"
1998,"NE","KGM","GN",71,"REVIZEE"
1998,"NE","KGM","GN",71,"REVIZEE"
1998,"NE","KGM","GN",71.4,"REVIZEE"
1998,"NE","KGM","GN",71.5,"REVIZEE"
1998,"NE","KGM","GN",71.5,"REVIZEE"
1998,"NE","KGM","GN",71.5,"REVIZEE"
1998,"NE","KGM","GN",71.5,"REVIZEE"
1998,"NE","KGM","GN",71.5,"REVIZEE"
1998,"NE","KGM","GN",71.5,"REVIZEE"
1998,"NE","KGM","GN",71.8,"REVIZEE"
1998,"NE","KGM","GN",72,"REVIZEE"
1998,"NE","KGM","GN",72,"REVIZEE"
1998,"NE","KGM","GN",72,"REVIZEE"
1998,"NE","KGM","GN",72,"REVIZEE"
1998,"NE","KGM","GN",72,"REVIZEE"
1998,"NE","KGM","GN",72,"REVIZEE"
1998,"NE","KGM","GN",72,"REVIZEE"
1998,"NE","KGM","GN",72,"REVIZEE"
1998,"NE","KGM","GN",72,"REVIZEE"
1998,"NE","KGM","GN",72,"REVIZEE"
1998,"NE","KGM","GN",72,"REVIZEE"
1998,"NE","KGM","GN",72,"REVIZEE"
1998,"NE","KGM","GN",72,"REVIZEE"
1998,"NE","KGM","GN",72.5,"REVIZEE"
1998,"NE","KGM","GN",72.5,"REVIZEE"
1998,"NE","KGM","GN",72.5,"REVIZEE"
1998,"NE","KGM","GN",72.5,"REVIZEE"
1998,"NE","KGM","GN",72.5,"REVIZEE"
1998,"NE","KGM","GN",72.5,"REVIZEE"
1998,"NE","KGM","GN",72.5,"REVIZEE"
1998,"NE","KGM","GN",72.5,"REVIZEE"
1998,"NE","KGM","GN",72.5,"REVIZEE"
1998,"NE","KGM","GN",72.5,"REVIZEE"
1998,"NE","KGM","GN",72.5,"REVIZEE"
1998,"NE","KGM","GN",72.5,"REVIZEE"
1998,"NE","KGM","GN",72.5,"REVIZEE"
1998,"NE","KGM","GN",72.7,"REVIZEE"
1998,"NE","KGM","GN",73,"REVIZEE"
1998,"NE","KGM","GN",73,"REVIZEE"
1998,"NE","KGM","GN",73,"REVIZEE"
1998,"NE","KGM","GN",73,"REVIZEE"
1998,"NE","KGM","GN",73,"REVIZEE"
1998,"NE","KGM","GN",73,"REVIZEE"
1998,"NE","KGM","GN",73,"REVIZEE"
1998,"NE","KGM","GN",73,"REVIZEE"
1998,"NE","KGM","GN",73,"REVIZEE"
1998,"NE","KGM","GN",73,"REVIZEE"
1998,"NE","KGM","GN",73,"REVIZEE"
1998,"NE","KGM","GN",73,"REVIZEE"
1998,"NE","KGM","GN",73.2,"REVIZEE"
1998,"NE","KGM","GN",73.5,"REVIZEE"
1998,"NE","KGM","GN",73.5,"REVIZEE"
1998,"NE","KGM","GN",73.5,"REVIZEE"
1998,"NE","KGM","GN",73.5,"REVIZEE"
1998,"NE","KGM","GN",73.5,"REVIZEE"
1998,"NE","KGM","GN",73.5,"REVIZEE"
1998,"NE","KGM","GN",73.8,"REVIZEE"
1998,"NE","KGM","GN",74,"REVIZEE"
1998,"NE","KGM","GN",74,"REVIZEE"
1998,"NE","KGM","GN",74,"REVIZEE"
1998,"NE","KGM","GN",74,"REVIZEE"
1998,"NE","KGM","GN",74,"REVIZEE"
1998,"NE","KGM","GN",74,"REVIZEE"
1998,"NE","KGM","GN",74,"REVIZEE"
1998,"NE","KGM","GN",74,"REVIZEE"
1998,"NE","KGM","GN",74,"REVIZEE"
1998,"NE","KGM","GN",74,"REVIZEE"
1998,"NE","KGM","GN",74.3,"REVIZEE"
1998,"NE","KGM","GN",74.5,"REVIZEE"
1998,"NE","KGM","GN",74.5,"REVIZEE"
1998,"NE","KGM","GN",74.5,"REVIZEE"
1998,"NE","KGM","GN",74.5,"REVIZEE"
1998,"NE","KGM","GN",74.5,"REVIZEE"
1998,"NE","KGM","GN",74.7,"REVIZEE"
1998,"NE","KGM","GN",75,"REVIZEE"
1998,"NE","KGM","GN",75,"REVIZEE"
1998,"NE","KGM","GN",75,"REVIZEE"
1998,"NE","KGM","GN",75,"REVIZEE"
1998,"NE","KGM","GN",75,"REVIZEE"
1998,"NE","KGM","GN",75,"REVIZEE"
1998,"NE","KGM","GN",75,"REVIZEE"
1998,"NE","KGM","GN",75,"REVIZEE"
1998,"NE","KGM","GN",75,"REVIZEE"
1998,"NE","KGM","GN",75,"REVIZEE"
1998,"NE","KGM","GN",75,"REVIZEE"
1998,"NE","KGM","GN",75,"REVIZEE"
1998,"NE","KGM","GN",75.2,"REVIZEE"
1998,"NE","KGM","GN",75.5,"REVIZEE"
1998,"NE","KGM","GN",75.5,"REVIZEE"
1998,"NE","KGM","GN",75.5,"REVIZEE"
1998,"NE","KGM","GN",75.6,"REVIZEE"
1998,"NE","KGM","GN",76,"REVIZEE"
1998,"NE","KGM","GN",76,"REVIZEE"
1998,"NE","KGM","GN",76,"REVIZEE"
1998,"NE","KGM","GN",76,"REVIZEE"
1998,"NE","KGM","GN",76,"REVIZEE"
1998,"NE","KGM","GN",76,"REVIZEE"
1998,"NE","KGM","GN",76,"REVIZEE"
1998,"NE","KGM","GN",76,"REVIZEE"
1998,"NE","KGM","GN",76.3,"REVIZEE"
1998,"NE","KGM","GN",76.4,"REVIZEE"
1998,"NE","KGM","GN",76.5,"REVIZEE"
1998,"NE","KGM","GN",76.5,"REVIZEE"
1998,"NE","KGM","GN",76.5,"REVIZEE"
1998,"NE","KGM","GN",76.5,"REVIZEE"
1998,"NE","KGM","GN",76.5,"REVIZEE"
1998,"NE","KGM","GN",76.5,"REVIZEE"
1998,"NE","KGM","GN",76.5,"REVIZEE"
1998,"NE","KGM","GN",76.5,"REVIZEE"
1998,"NE","KGM","GN",76.5,"REVIZEE"
1998,"NE","KGM","GN",76.6,"REVIZEE"
1998,"NE","KGM","GN",77,"REVIZEE"
1998,"NE","KGM","GN",77,"REVIZEE"
1998,"NE","KGM","GN",77,"REVIZEE"
1998,"NE","KGM","GN",77,"REVIZEE"
1998,"NE","KGM","GN",77,"REVIZEE"
1998,"NE","KGM","GN",77,"REVIZEE"
1998,"NE","KGM","GN",77,"REVIZEE"
1998,"NE","KGM","GN",77,"REVIZEE"
1998,"NE","KGM","GN",77,"REVIZEE"
1998,"NE","KGM","GN",77,"REVIZEE"
1998,"NE","KGM","GN",77,"REVIZEE"
1998,"NE","KGM","GN",77.5,"REVIZEE"
1998,"NE","KGM","GN",77.5,"REVIZEE"
1998,"NE","KGM","GN",77.5,"REVIZEE"
1998,"NE","KGM","GN",77.5,"REVIZEE"
1998,"NE","KGM","GN",77.5,"REVIZEE"
1998,"NE","KGM","GN",77.6,"REVIZEE"
1998,"NE","KGM","GN",78,"REVIZEE"
1998,"NE","KGM","GN",78,"REVIZEE"
1998,"NE","KGM","GN",78,"REVIZEE"
1998,"NE","KGM","GN",78,"REVIZEE"
1998,"NE","KGM","GN",78,"REVIZEE"
1998,"NE","KGM","GN",78,"REVIZEE"
1998,"NE","KGM","GN",78,"REVIZEE"
1998,"NE","KGM","GN",78,"REVIZEE"
1998,"NE","KGM","GN",78,"REVIZEE"
1998,"NE","KGM","GN",78.2,"REVIZEE"
1998,"NE","KGM","GN",78.5,"REVIZEE"
1998,"NE","KGM","GN",78.5,"REVIZEE"
1998,"NE","KGM","GN",78.5,"REVIZEE"
1998,"NE","KGM","GN",78.5,"REVIZEE"
1998,"NE","KGM","GN",78.5,"REVIZEE"
1998,"NE","KGM","GN",79,"REVIZEE"
1998,"NE","KGM","GN",79,"REVIZEE"
1998,"NE","KGM","GN",79,"REVIZEE"
1998,"NE","KGM","GN",79,"REVIZEE"
1998,"NE","KGM","GN",79,"REVIZEE"
1998,"NE","KGM","GN",79,"REVIZEE"
1998,"NE","KGM","GN",79,"REVIZEE"
1998,"NE","KGM","GN",79,"REVIZEE"
1998,"NE","KGM","GN",79,"REVIZEE"
1998,"NE","KGM","GN",79,"REVIZEE"
1998,"NE","KGM","GN",79,"REVIZEE"
1998,"NE","KGM","GN",79.5,"REVIZEE"
1998,"NE","KGM","GN",79.5,"REVIZEE"
1998,"NE","KGM","GN",79.5,"REVIZEE"
1998,"NE","KGM","GN",80,"REVIZEE"
1998,"NE","KGM","GN",80,"REVIZEE"
1998,"NE","KGM","GN",80,"REVIZEE"
1998,"NE","KGM","GN",80,"REVIZEE"
1998,"NE","KGM","GN",80,"REVIZEE"
1998,"NE","KGM","GN",80,"REVIZEE"
1998,"NE","KGM","GN",80,"REVIZEE"
1998,"NE","KGM","GN",80,"REVIZEE"
1998,"NE","KGM","GN",80.5,"REVIZEE"
1998,"NE","KGM","GN",80.5,"REVIZEE"
1998,"NE","KGM","GN",80.5,"REVIZEE"
1998,"NE","KGM","GN",80.8,"REVIZEE"
1998,"NE","KGM","GN",81,"REVIZEE"
1998,"NE","KGM","GN",81,"REVIZEE"
1998,"NE","KGM","GN",81,"REVIZEE"
1998,"NE","KGM","GN",81,"REVIZEE"
1998,"NE","KGM","GN",81,"REVIZEE"
