"year","species","catch","type"
2021,"LTA",142.8885,"PMAP"
2021,"WAH",1.04,"PMAP"
2022,"BLF",32,"PMAP"
2022,"BON",0,"PMAP"
2022,"BRS",0,"PMAP"
2022,"DOL",771.76,"PMAP"
2022,"FRI",0,"PMAP"
2022,"KGM",5.456,"PMAP"
2022,"LTA",416,"PMAP"
2022,"WAH",0,"PMAP"
